route_id,agency_id,route_short_name,route_long_name,route_type,transport_type,circular,urban,night
1256,orgp,72,"ЗВЕЗДНАЯ УЛ. - СТ. МЕТРО ""КИРОВСКИЙ ЗАВОД""",3,bus,0,1,0
1258,orgp,70,ДВИНСКАЯ УЛ. - САДОВАЯ УЛ. - БАЛТИЙСКИЙ ВОКЗАЛ - ДВИНСКАЯ УЛ.,3,bus,1,1,0
1260,orgp,145А,"А.С.""КИРОВСКИЙ ЗАВОД"" - ОКТЯБРЬСКАЯ УЛ.",3,bus,0,1,0
1261,orgp,66,"АС ""КИРОВСКИЙ ЗАВОД"" - КАНОНЕРСКИЙ ОСТРОВ",3,bus,0,1,0
1265,orgp,20,"АВТОБУСНАЯ СТАНЦИЯ ""КИРОВСКИЙ ЗАВОД"" - СТАДИОН ""ПИНГВИН""",3,bus,0,1,0
1266,orgp,210,"Г. ПЕТЕРГОФ, УНИВЕРСИТЕТ - САНКТ-ПЕТЕРБУРГ, А.С. ""КИРОВСКИЙ ЗАВОД""",3,bus,0,1,0
1274,orgp,13А,"УЛ. КОСТЮШКО - УЛ. ПИЛОТОВ, 61",3,bus,0,1,0
1276,orgp,351,"ПЕТРОДВОРЕЦ, ВОКЗАЛ - УЛЬЯНОВСКАЯ УЛ.",3,bus,0,1,0
1278,orgp,49,ДВИНСКАЯ УЛ. - ФИНЛЯНДСКИЙ ВОКЗАЛ,3,bus,0,1,0
1279,orgp,34,ЗВЕЗДНАЯ УЛ. - ПОС. ШУШАРЫ,3,bus,0,1,0
1281,orgp,229,"А.С. ""КИРОВСКИЙ ЗАВОД"" -  Ж.-Д. СТ. СЕРГИЕВО",3,bus,0,1,0
1284,orgp,555,"АВТОБУСНАЯ СТАНЦИЯ ""УЛ. ЖЕНИ ЕГОРОВОЙ"" - 45 КМ А.Д. СПб - ПАРГОЛОВО - ОГОНЬКИ",3,bus,0,0,0
1288,orgp,130,"АС ""ПР. МАРШАЛА ЖУКОВА"" - СТ. МЕТРО ""МОСКОВСКАЯ""",3,bus,0,1,0
1289,orgp,129,"С.-ПЕТЕРБУРГ, Ж.-Д. СТ. СЕРГИЕВО - ПОС. НОВОСЕЛЬЕ",3,bus,0,1,0
1291,orgp,326,"Г.КОЛПИНО, ВОКЗАЛ - СТ. М. ""КУПЧИНО""",3,bus,0,1,0
1292,orgp,13,УЛ. КОСТЮШКО - АВИАГОРОДОК,3,bus,0,1,0
1293,orgp,195,"СТАНЦИЯ МЕТРО ""ПР. ВЕТЕРАНОВ"" - ЮЖНОЕ КЛАДБИЩЕ",3,bus,0,1,0
1296,orgp,355,"А.С. ""НОВЫЙ ПЕТЕРГОФ"" - А.С. ""НОВЫЙ ПЕТЕРГОФ""",3,bus,1,1,0
1298,orgp,356,"А.С. ""НОВЫЙ ПЕТЕРГОФ"" - УЛ. ШАХМАТОВА",3,bus,0,1,0
1300,orgp,196,"Г. КОЛПИНО, ЗАВОДСКОЙ ПР. - ЗВЕЗДНАЯ УЛ..",3,bus,0,1,0
1301,orgp,157,"М. БАЛКАНСКАЯ УЛ. - СТ. МЕТРО ""ЛОМОНОСОВСКАЯ""",3,bus,0,1,0
1302,orgp,359,"Г. ПЕТЕРГОФ, УНИВЕРСИТЕТ -  Ж.-Д. СТ. СЕРГИЕВО",3,bus,0,1,0
1303,orgp,56,"МАЛАЯ БАЛКАНСКАЯ УЛ. - МЕГА ""ДЫБЕНКО""",3,bus,0,1,0
1306,orgp,11,ТРОИЦКОЕ ПОЛЕ - Ж.-Д. СТАНЦИЯ ПРЕДПОРТОВАЯ,3,bus,0,1,0
1310,orgp,488," Ж.-Д. СТ.СЕРГИЕВО - САДОВОДСТВО ""КИРОВЕЦ""",3,bus,0,0,0
1314,orgp,116,ЗВЕЗДНАЯ УЛ. - Б. СМОЛЕНСКИЙ ПР.,3,bus,0,1,0
1317,orgp,39А,"ВЛАДИМИРСКАЯ ПЛОЩАДЬ - АЭРОПОРТ ""ПУЛКОВО 1""",3,bus,0,1,0
1318,orgp,115,"АВТОБУСНАЯ СТАНЦИЯ ""ПР. АЛЕКСАНДРОВСКОЙ ФЕРМЫ"" - ПОС.МЕТАЛЛОСТРОЙ, ФГУП ""НИИЭФА""",3,bus,0,1,0
1323,orgp,165,"АС ""ПР. МАРШАЛА ЖУКОВА""  - ОКТЯБРЬСКАЯ УЛ.",3,bus,0,1,0
1324,orgp,186,"ЗВЕЗДНАЯ УЛ. - Г. ПУШКИН, КРАСНОСЕЛЬСКОЕ ШОССЕ",3,bus,0,1,0
1326,orgp,142,"А.С. ""СЧАСТЛИВАЯ УЛ."" - УЛ. ДОБЛЕСТИ",3,bus,0,1,0
1329,orgp,3,УЛ. КОСТЮШКО - ТЕАТРАЛЬНАЯ ПЛ.,3,bus,0,1,0
1331,orgp,145,"А.С. ""КИРОВСКИЙ ЗАВОД"" - ОКТЯБРЬСКАЯ УЛ.",3,bus,0,1,0
1332,orgp,484," А.С. ""КИРОВСКИЙ ЗАВОД"" - ДЕР. АНДРЕЕВКА",3,bus,0,0,0
1335,orgp,487, А.С.  КИРОВСКИЙ ЗАВОД - ДЕР. ЗИМИТИЦЫ,3,bus,0,0,0
1337,orgp,487А,КИПЕНЬ - ЗИМИТИЦЫ,3,bus,0,0,0
1338,orgp,2,"АС ""ПР. МАРШАЛА ЖУКОВА"" - ТЕАТРАЛЬНАЯ ПЛ.",3,bus,0,1,0
1342,orgp,115А,"АВТОБУСНАЯ СТАНЦИЯ ""ПР. АЛЕКСАНДРОВСКОЙ ФЕРМЫ"" - ПОС.МЕТАЛЛОСТРОЙ, ЦЕНТРАЛЬНАЯ УЛ., Д. 9",3,bus,0,1,0
1343,orgp,142А,СЧАСТЛИВАЯ УЛ. - УЛ. МАРШАЛА ЗАХАРОВА,3,bus,0,1,0
1344,orgp,482А,"С.-ПЕТЕРБУРГ. А.С. ""КИРОВСКИЙ ЗАВОД"" - ДЕР. ЧЕРЕМЫКИНО",3,bus,0,0,0
1346,orgp,482,"А.С. ""КИРОВСКИЙ ЗАВОД"" - ДЕР. ШЕЛКОВО",3,bus,0,0,0
1347,orgp,31,"УЛ. КОСТЮШКО - СТ. МЕТРО ""ЕЛИЗАРОВСКАЯ""",3,bus,0,1,0
1348,orgp,482В," А.С. ""КИРОВСКИЙ ЗАВОД"" - ДЕР. КАСЬКОВО",3,bus,0,0,0
1420,orgp,475,"Г.КОЛПИНО, ЗАВОДСКОЙ ПР. - САДОВОДСТВО ""ВОСХОД - 1""",3,bus,0,0,0
1521,orgp,436,"А/С ""ЖЕНИ ЕГОРОВОЙ"" - Ж.-Д. СТ. ГРУЗИНО",3,bus,0,0,0
1540,orgp,331,"Г. КОЛПИНО, ЛЕНИНГРАДСКАЯ УЛ. - ПОС. ПОНТОННЫЙ, ПЕРВОМАЙСКАЯ УЛ.",3,bus,0,1,0
1563,orgp,481,"А.С. ""КИРОВСКИЙ ЗАВОД"" - ДЕР. РОПША",3,bus,0,0,0
1581,orgp,73,СЧАСТЛИВАЯ УЛ. - ПЛ. СТАЧЕК,3,bus,0,1,0
1660,orgp,1КР,"Г.КРОНШТАДТ, ЛЕНИНГРАДСКАЯ ПРИСТАНЬ-МАКАРОВСКИЕ ВОРОТА",3,bus,0,1,0
1692,orgp,53,"ТРОИЦКОЕ ПОЛЕ - СТ. МЕТРО ""КУПЧИНО"" ",3,bus,0,1,0
1709,orgp,366,"Г. КОЛПИНО, ВОКЗАЛ - Г. КОЛПИНО, ВОКЗАЛ ",3,bus,1,1,0
1712,orgp,369,"Г. КОЛПИНО, ВОКЗАЛ - Г. КОЛПИНО, ВОКЗАЛ (КОЛЬЦЕВОЙ)",3,bus,1,1,0
1713,orgp,370,"Г. ПУШКИН, АВТОБУСНАЯ СТАНЦИЯ""ЖЕЛЕЗНОДОРОЖНАЯ УЛ."" - Г.ПАВЛОВСК, ЗВЕРИНИЦКАЯ УЛ.",3,bus,0,1,0
1360,orgp,327,"Г.КОЛПИНО, ЗАВОДСКОЙ ПР. - СПБ, СТ.МЕТРО ""ПРОЛЕТАРСКАЯ""",3,bus,0,1,0
1481,orgp,17,"АВТОБУСНАЯ СТАНЦИЯ ""КИРОВСКИЙ ЗАВОД"" - УГОЛЬНАЯ ГАВАНЬ",3,bus,0,1,0
1544,orgp,438З,"Г.КОЛПИНО, ЛЕНИНГРАДСКАЯ УЛ. - ЗАВОД ""СОКОЛ""",3,bus,0,0,0
1520,orgp,433,"АВТОБУСНАЯ СТАНЦИЯ ""УЛ. ЖЕНИ ЕГОРОВОЙ"" - ПОС. АГАЛАТОВО",3,bus,0,0,0
1553,orgp,683А,"Г. ЛОМОНОСОВ, ВОКЗАЛ - ДЕР. КРАСНЫЙ БОР",3,bus,0,0,0
1554,orgp,684,"Г. ЛОМОНОСОВ, ВОКЗАЛ - 5-Й КМ БЕТОННОЙ ДОРОГИ",3,bus,0,0,0
1555,orgp,685,"Г.ЛОМОНОСОВ, ВОКЗАЛ - ПОС. КАПОРЬЕ",3,bus,0,0,0
1556,orgp,685А,"Г. ЛОМОНОСОВ, ВОКЗАЛ - ДЕР. ГЛОБИЦЫ",3,bus,0,0,0
1557,orgp,686,"Г. ЛОМОНОСОВ, ВОКЗАЛ - ДЕР. ГОРКИ",3,bus,0,0,0
1558,orgp,686А,"Г. ЛОМОНОСОВ, ВОКЗАЛ - ДЕР. МУХОВИЦЫ",3,bus,0,0,0
1559,orgp,686Б,ДЕР.МУХОВИЦЫ -ДЕР. ГОРКИ,3,bus,0,0,0
1560,orgp,687,"Г. ЛОМОНОСОВ, ВОКЗАЛ - ДЕР. ВИЛЬПОВИЦЫ",3,bus,0,0,0
1561,orgp,694,"г.Ломоносов,вокзал- дер.Лопухинка",3,bus,0,0,0
1602,orgp,57,МАЛАЯ БАЛКАНСКАЯ УЛ. - БОРОВАЯ УЛ.,3,bus,0,1,0
1620,orgp,159,"АВТОБУСНАЯ СТАНЦИЯ ""М.БАЛКАНСКАЯ УЛ."" - РОЩИНСКАЯ УЛ.",3,bus,0,1,0
1665,orgp,3АЛ,"ОРАНИЕНБАУМСКИЙ ПР. - Г.ЛОМОНОСОВ, ВОКЗАЛ",3,bus,0,1,0
1667,orgp,6Л,"Г.ЛОМОНОСОВ, ВОКЗАЛ - ШВЕЙЦАРСКАЯ УЛ.",3,bus,0,1,0
1668,orgp,7Л,"Г. ЛОМОНОСОВ, ВОКЗАЛ - Г. ЛОМОНОСОВ, ВОКЗАЛ",3,bus,1,1,0
1670,orgp,14,"А.С. ""КРЕСТОВСКИЙ ОСТРОВ""-СТ. МЕТРО ""ВЫБОРГСКАЯ""",3,bus,0,1,0
1677,orgp,35А,"ДВИНСКАЯ УЛ. - СТАНЦИЯ МЕТРО""НАРВСКАЯ""",3,bus,0,1,0
1694,orgp,63,"УЛ.КОСТЮШКО - СТ.МЕТРО ""КУПЧИНО""",3,bus,0,1,0
1701,orgp,325,"Г. ПАВЛОВСК, ВОКЗАЛ - Г. КОЛПИНО, ЗАВОДСКОЙ ПР. ",3,bus,0,1,0
1702,orgp,332,"Г. КОЛПИНО, ЗАВОДСКОЙ ПР. - ПОС. САПЕРНЫЙ, МЕБЕЛЬНЫЙ КОМБИНАТ ",3,bus,0,1,0
1706,orgp,361,ЗАВОДСКОЙ ПР. - ЗАВОДСКОЙ ПР. (КОЛЬЦЕВОЙ),3,bus,1,1,0
1707,orgp,362,ЗАВОДСКОЙ ПР. - ЗАВОДСКОЙ ПР. (КОЛЬЦЕВОЙ),3,bus,1,1,0
1714,orgp,371,"г.ПУШКИН, АВТОБУСНАЯ СТАНЦИЯ ""ЖЕЛЕЗНОДОРОЖНАЯ УЛ."" - ЕКАТЕРИНИНСКИЙ ДВОРЕЦ",3,bus,0,1,0
1715,orgp,373,"Г. ПУШКИН,АВТОБУСНАЯ СТАНЦИЯ ""ЖЕЛЕЗНОДОРОЖНАЯ УЛ."" - ГУММОЛОСАРЫ",3,bus,0,1,0
1718,orgp,378,"Г. ПУШКИН, АВТОБУСНАЯ СТАНЦИЯ ""ЖЕЛЕЗНОДОРОЖНАЯ УЛ."" - Ж.-Д. СТ. АЛЕКСАНДРОВСКАЯ ",3,bus,0,1,0
1719,orgp,379,"Г.ПАВЛОВСК, ВОКЗАЛ - УЛ. ОБОРОНЫ",3,bus,0,1,0
1720,orgp,380,"Г. ПУШКИН, АВТОБУСНАЯ СТАНЦИЯ ""ЖЕЛЕЗНОДОРОЖНАЯ УЛ."" - СТАРОГАТЧИНСКОЕ ШОССЕ, Д.2",3,bus,0,1,0
1723,orgp,383,"Г.ПУШКИН, АВТОБУСНАЯ СТАНЦИЯ ""ЖЕЛЕЗНОДОРОЖНАЯ УЛ."" - Г.ПАВЛОВСК, ЗВЕРИНИЦКАЯ УЛ.",3,bus,0,1,0
1724,orgp,348,"Г. ЛОМОНОСОВ, ВОКЗАЛ - ПТИЦЕФАБРИКА ""КРАСНЫЕ ЗОРИ""",3,bus,0,1,0
1725,orgp,384,"Г.ПУШКИН,АВТОБУСНАЯ СТАНЦИЯ ""ЖЕЛЕЗНОДОРОЖНАЯ УЛ."" - МОСКОВСКОЕ ШОССЕ",3,bus,0,1,0
1726,orgp,386,"Г.КОЛПИНО,ВОКЗАЛ - Г. КОЛПИНО, ОБОРОННАЯ УЛ.",3,bus,0,1,0
1727,orgp,167,"А/С ""ЖЕНИ ЕГОРОВОЙ"" - САДОВОДСТВО ""КЛИМОВЕЦ""",3,bus,0,1,0
1728,orgp,387,"Г.КОЛПИНО, ВОКЗАЛ - ЗАГОРОДНАЯ УЛ.",3,bus,0,1,0
1729,orgp,389,"Г.КОЛПИНО, ЛЕНИНГРАДСКАЯ УЛ. - СЛЕДСТВЕННЫЙ ИЗОЛЯТОР",3,bus,0,1,0
1730,orgp,390,"Г.КОЛПИНО, ЗАВОДСКОЙ ПР. - Г. КОЛПИНО, ВОКЗАЛ",3,bus,0,1,0
1734,orgp,54,МАЛАЯ БАЛКАНСКАЯ УЛ. - КИРОЧНАЯ УЛ.,3,bus,0,1,0
1736,orgp,59,ЗВЕЗДНАЯ УЛ. - КАРБЮРАТОРНЫЙ ЗАВОД,3,bus,0,1,0
1738,orgp,64,Звездная ул. - ж.-д. платформа Воздухоплавательный парк,3,bus,0,1,0
1739,orgp,64А,Звездная ул. - Рощинская ул.,3,bus,0,1,0
1740,orgp,76,Ж.-Д.СТ.МОСКОВСКАЯ СОРТИРОВОЧНАЯ - МОСКОВСКИЙ ВОКЗАЛ,3,bus,0,1,0
1742,orgp,120,"АС ""ЛАХТИНСКИЙ РАЗЛИВ"" - ЮНТОЛОВО",3,bus,0,1,0
1744,orgp,84,Ж.-Д. СТАНЦИЯ ПЕСОЧНАЯ - ПОС. НОВОСЕЛКИ,3,bus,0,1,0
1746,orgp,352,"А.С. ""НОВЫЙ ПЕТЕРГОФ"" - г. ПЕТЕРГОФ, УНИВЕРСИТЕТ",3,bus,0,1,0
1747,orgp,91,Ж.- Д.СТ. СОРТИРОВОЧНАЯ - МОСКОВСКИЙ ВОКЗАЛ ,3,bus,0,1,0
1748,orgp,493,Г.ПАВЛОВСК - ПОС.АННОЛОВО,3,bus,0,0,0
1749,orgp,94,"АВТОБУСНАЯ СТАНЦИЯ ""РУЧЬИ"" - СТ. МЕТРО ""ЧЁРНАЯ РЕЧКА""",3,bus,0,1,0
1751,orgp,347,"Г. ЛОМОНОСОВ, ВОКЗАЛ - КЛАДБИЩЕ ""ИЛИКИ""",3,bus,0,1,0
1752,orgp,540,"Г.КОЛПИНО, ЗАВОДСКОЙ ПР. - ПОС. НИКОЛЬСКОЕ, ЗАВОД ""СОКОЛ""",3,bus,0,0,0
1755,orgp,544,"Г.КОЛПИНО, ВОКЗАЛ-СОВХОЗ ""ИМ.ТЕЛЬМАНА"" - ПОС.ВОЙСКОРОВО",3,bus,0,0,0
1767,orgp,144,"А.С. ""КРАСНОЕ СЕЛО"" - ОКТЯБРЬСКАЯ УЛ.",3,bus,0,1,0
1768,orgp,477,"А.С. ""КРАСНОЕ СЕЛО"" - ДЕР. ВИЛЛОЗИ",3,bus,0,0,0
1769,orgp,547,"А.С. ""КРАСНОЕ СЕЛО"" - ДЕР. ТЕРВОЛОВО",3,bus,0,0,0
1772,orgp,454,"А.С. ""КРАСНОЕ СЕЛО"" - ДЕР. КЛЯСИНО",3,bus,0,0,0
1773,orgp,454А,Ж.-Д. СТ. КРАСНОЕ СЕЛО - ДЕР. ГЛЯДИНО,3,bus,0,0,0
1774,orgp,149,"А.С. ""КРАСНОЕ СЕЛО"" - ГЕОЛОГИЧЕСКАЯ УЛ., 75",3,bus,0,1,0
1775,orgp,149А,"А.С. ""КРАСНОЕ СЕЛО"" - УЛ. СПИРИНА",3,bus,0,1,0
1776,orgp,442,"А.С. ""КРАСНОЕ СЕЛО"" - ДЕР. АННИНО",3,bus,0,0,0
1777,orgp,458,"А.С. ""КРАСНОЕ СЕЛО"" - ДЕР. РАЗБЕГАЕВО",3,bus,0,0,0
1778,orgp,442А,Ж.-Д. СТ. ГОРЕЛОВО - ДЕР. АННИНО,3,bus,0,0,0
1460,orgp,104,"АВТОБУСНАЯ СТАНЦИЯ  ""УЛ. ЖЕНИ ЕГОРОВОЙ"" - СТ. МЕТРО ""ПАРНАС""",3,bus,0,1,0
1482,orgp,98,"АВТОБУСНАЯ СТАНЦИЯ "" ПР. КУЛЬТУРЫ""- СТ. МЕТРО ""ЧЕРНАЯ РЕЧКА"" ",3,bus,0,1,0
1541,orgp,335,"Г. КОЛПИНО, ЛЕНИНГРАДСКАЯ УЛ. - ДОРОГА НА ПОС. МЕТАЛЛОСТРОЙ, Д.3а",3,bus,0,1,0
1501,orgp,176," АВТОСТАНЦИЯ ""РУЧЬИ"" - СУЗДАЛЬСКИЙ ПР.",3,bus,0,1,0
1502,orgp,567,"А/С ""ЖЕНИ ЕГОРОВОЙ"" - ПОС. АГАЛАТОВО - ПОС. ЕЛИЗАВЕТИНКА",3,bus,0,0,0
1548,orgp,60,"ПРИДОРОЖНАЯ АЛЛЕЯ - СТ. МЕТРО ""ЛЕСНАЯ""",3,bus,0,1,0
1562,orgp,108,"АВТОБУСНАЯ СТАНЦИЯ ""КИРОВСКИЙ ЗАВОД"" - ВОЛХОНСКОЕ ШОССЕ",3,bus,0,1,0
1564,orgp,41,"УЛ.КОРАБЛЕСТРОИТЕЛЕЙ-СТ.МЕТРО""ВАСИЛЕОСТРОВСКАЯ""- УЛ.КОРАБЛЕСТРОИТЕЛЕЙ ",3,bus,1,1,0
1565,orgp,42,"УЛ.КОРАБЛЕСТРОИТЕЛЕЙ - СТ.МЕТРО ""ВАСИЛЕОСТРОВСКАЯ"" - УЛ.КОРАБЛЕСТРОИТЕЛЕЙ",3,bus,1,1,0
1566,orgp,47,УЛ. КОРАБЛЕСТРОИТЕЛЕЙ - УНИВЕРСИТЕТСКАЯ НАБ.,3,bus,0,1,0
1603,orgp,161,УЛ. ПОДВОЙСКОГО - УЛ. ДЖОНА РИДА,3,bus,0,1,0
1681,orgp,44,"РЕПИЩЕВА УЛ. - СТ. МЕТРО ""УДЕЛЬНАЯ""",3,bus,0,1,0
1685,orgp,151,НАЛИЧНАЯ УЛ. - БОЛЬШОЙ ПР. В.О.- ПР. КИМа - НАЛИЧНАЯ УЛ.(КОЛЬЦЕВОЙ),3,bus,1,1,0
1686,orgp,152,"НАЛИЧНАЯ УЛ. - ПР. КИМа - БОЛЬШОЙ ПР. В.О. - НАЛИЧНАЯ УЛ.,(КОЛЬЦЕВОЙ)",3,bus,1,1,0
1688,orgp,179,"Г. ПАВЛОВСК, ВОКЗАЛ - ЗВЕЗДНАЯ УЛ.",3,bus,0,1,0
1689,orgp,181,УЛ. СТАСОВОЙ - ПЛ. РЕПИНА,3,bus,0,1,0
1698,orgp,97,ТРОИЦКОЕ ПОЛЕ - УЛ. КОЛЛОНТАЙ,3,bus,0,1,0
1703,orgp,336,"Г. КОЛПИНО, ЗАВОДСКОЙ ПР. - ПОС. ПОНТОННЫЙ, ШЛИССЕЛЬБУРГСКОЕ ШОССЕ",3,bus,0,1,0
1704,orgp,337,"Г. КОЛПИНО, ЗАВОДСКОЙ ПР. - ДОРОГА НА ПОС. МЕТАЛЛОСТРОЙ, Д.3а",3,bus,0,1,0
1705,orgp,338,"Г. ПАВЛОВСК, ВОКЗАЛ - ПОС. ДИНАМО ",3,bus,0,1,0
1708,orgp,364,КОМБИНАТ СТРОИТЕЛЬНЫХ МАТЕРИАЛОВ - ЗАГОРОДНАЯ УЛ.,3,bus,0,1,0
1779,orgp,458А,Ж.-Д. СТ. ГОРЕЛОВО - ДЕР. ИННОЛОВО,3,bus,0,0,0
1781,orgp,443,"А.С. ""КРАСНОЕ СЕЛО"" - ДЕР. РОПША",3,bus,0,0,0
1782,orgp,129А,"Ж.-Д. СТ. СЕРГИЕВО - УЛ. КАЛИНИНА, 51",3,bus,0,1,0
1783,orgp,461,Ж.-Д. СТ. СЕРГИЕВО - ДЕР. АННИНО,3,bus,0,0,0
1784,orgp,462,Ж.-Д. СТ. СЕРГИЕВО - СТРЕЛЬНИНСКИЙ ЛЕСОПИТОМНИК,3,bus,0,0,0
1785,orgp,357,"Г. ПЕТРОДВОРЕЦ, УНИВЕРСИТЕТ - Ж.-Д. СТАНЦИЯ СТАРЫЙ ПЕТЕРГОФ",3,bus,0,1,0
1786,orgp,357А,"Г. ПЕТРОДВОРЕЦ. ВОКЗАЛ - ПТИЦЕФАБРИКА ""КРАСНЫЕ ЗОРИ""",3,bus,0,1,0
1787,orgp,344,"А.С. ""НОВЫЙ ПЕТЕРГОФ"" - А.О. ПЕТЕРГОФАВТОТРАНС (СЕЗОННЫЙ)",3,bus,0,1,0
1788,orgp,350,"А.С. ""НОВЫЙ ПЕТЕРГОФ"" - А.С. ""НОВЫЙ ПЕТЕРГОФ""",3,bus,1,1,0
1789,orgp,353,"А.С. ""НОВЫЙ ПЕТЕРГОФ"" - Ж.-Д. СТ. СТАРЫЙ ПЕТЕРГОФ",3,bus,0,1,0
1790,orgp,354,"А.С. ""НОВЫЙ ПЕТЕРГОФ"" - г. ПЕТЕРГОФ, УНИВЕРСИТЕТ",3,bus,0,1,0
1791,orgp,463,"А.С. ""НОВЫЙ ПЕТЕРГОФ"" - 5-Й КМ БЕТОННОЙ ДОРОГИ",3,bus,0,0,0
1792,orgp,463А,"А.С. ""НОВЫЙ ПЕТЕРГОФ"" - ДЕР. ЛОПУХИНКА",3,bus,0,0,0
1801,orgp,121,"АС ""ЖЕНИ ЕГОРОВОЙ"" - КИРИШСКАЯ УЛ.,УГ. УЛИЦЫ ЧЕРКАСОВА",3,bus,0,1,0
1802,orgp,122,"РЕПИЩЕВА УЛ. - СТ. МЕТРО ""ЧЕРНАЯ РЕЧКА""",3,bus,0,1,0
1805,orgp,489,"А.С. ""НОВЫЙ ПЕТЕРГОФ"" - А.С. ""НОВЫЙ ПЕТЕРГОФ""",3,bus,1,0,0
1806,orgp,360,"А.С. ""НОВЫЙ ПЕТЕРГОФ"" - УНИВЕРСИТЕТСКИЙ ПР.",3,bus,0,1,0
1809,orgp,38,"РЕПИЩЕВА УЛ. - АО ""ОДК-КЛИМОВ""",3,bus,0,1,0
1811,orgp,215,"Г. КРОНШТАДТ, ПР. ЛЕНИНА - Г. СЕСТРОРЕЦК, УЛ. ВОЛОДАРСКОГО",3,bus,0,1,0
1820,orgp,150,"УЛ.КОСТЮШКО - ГОСПЛЕМЗАВОД ""ЛЕСНОЕ""",3,bus,0,1,0
1821,orgp,306,"Г. СЕСТРОРЕЦК , КУРОРТНАЯ УЛ. - ПАНСИОНАТ ""ДЮНЫ""",3,bus,0,1,0
1823,orgp,310,"Г.СЕСТРОРЕЦК - САНАТОРИЙ ""БЕЛЫЕ НОЧИ""",3,bus,0,1,0
1824,orgp,311,"Г. СЕСТРОРЕЦК, КУРОРТНАЯ УЛ. - Г. СЕСТРОРЕЦК,УЛ. ВОЛОДАРСКОГО (ТОЛЬКО В ОДНУ СТОРОНУ)",3,bus,0,1,0
1832,orgp,315,"Г. СЕСТРОРЕЦК, КУРОРТНАЯ УЛ. - Ж.-Д. СТАНЦИЯ ПЕСОЧНАЯ",3,bus,0,1,0
1828,orgp,307,"Г.СЕСТРОРЕЦК, КУРОРТНАЯ УЛ. - Ж.-Д.СТ. ГОРСКАЯ",3,bus,0,1,0
1831,orgp,314,"Г. СЕСТРОРЕЦК, КУРОРТНАЯ УЛ. - ПОС. БЕЛООСТРОВ, СЕСТРОРЕЦКОЕ ШОССЕ",3,bus,0,1,0
1839,orgp,552,"Г.ЗЕЛЕНОГОРСК, ВОКЗАЛ - ПОС.ИЛЬИЧЕВО, ДОМ-МУЗЕЙ В.И.ЛЕНИНА",3,bus,0,0,0
1840,orgp,552А,"Г.ЗЕЛЕНОГОРСК, ВОКЗАЛ - ПОС.ИЛЬИЧЕВО, ДОМ-МУЗЕЙ В.И.ЛЕНИНА",3,bus,0,0,0
1843,orgp,322,"Г. ЗЕЛЕНОГОРСК, ВОКЗАЛЬНАЯ ПЛ. - ПОС. РЕШЕТНИКОВО",3,bus,0,1,0
1846,orgp,420А,"Г.ЗЕЛЕНОГОРСК, ВОКЗАЛ - ПОС.ОЗЕРКИ",3,bus,0,0,0
1855,orgp,67Б,ДВИНСКАЯ УЛ. - БАЛТИЙСКИЙ ВОКЗАЛ,3,bus,0,1,0
1880,orgp,376,"Г.ПУШКИН, АВТОБУСНАЯ СТАНЦИЯ ""ЖЕЛЕЗНОДОРОЖНАЯ УЛ."" - КРАСНОСЕЛЬСКОЕ ШОССЕ",3,bus,0,1,0
1881,orgp,356А-Шк,неверный вариант,3,bus,0,1,0
1932,orgp,415Ш2,"Г.ЗЕЛЕНОГОРСК, ВОКЗАЛ - ЖИЛГОРОДОК - ШКОЛА № 455 - Д\С ""ПИОНЕР"" - Г.ЗЕЛЕНОГОРСК",3,bus,1,0,0
1973,orgp,72Ф,"Звездная ул. - ст.метро ""Кировский завод""",3,bus,0,1,0
2094,orgp,160,"А.С. ""СЧАСТЛИВАЯ УЛ."" - МИКРОРАЙОН ""БАЛТИЙСКАЯ ЖЕМЧУЖИНА""",3,bus,0,1,0
2132,orgp,170,ЛАХТИНСКИЙ РАЗЛИВ - РЕПИЩЕВА УЛ.,3,bus,0,1,0
2798,orgp,К-93,Школьная улица - Суздальский пр.,3,bus,0,1,0
2895,orgp,К-217,"ст. метро ""Купчино""-бульв. Новаторов, д.13",3,bus,0,1,0
2900,orgp,К-352,"г. Петродворец, вокзал - г. Ломоносов, вокзал",3,bus,0,1,0
2904,orgp,К-102,"Станция метро ""Пр. Большевиков"" - Светлановский пр.",3,bus,0,1,0
2925,orgp,К-322,"станция метро ""Ладожская"" (Уткин пр., угол пр. Энергетиков) - станция метро ""Удельная""",3,bus,0,1,0
2929,orgp,К-220Б,"ст. метро ""Ломоносовская""-г. Колпино, Оборонная ул.",3,bus,0,1,0
2936,orgp,К-115,"Московский пр., д. 1 - Канонерский остров, д. 11",3,bus,0,1,0
2955,orgp,К-329,"станция метро ""Проспект Ветеранов"", бульв. Новаторов, д. 75 - дер. Ольгино",3,bus,0,1,0
2973,orgp,К-227,ж.-д.станция Сортировочная-ул.Пионерстроя,3,bus,0,1,0
2981,orgp,К-121,"авт. ст. ""Ул. Жени Егоровой"" - нечетная сторона пр. Луначарского, напротив д. 108",3,bus,0,1,0
2984,orgp,К-400,"Финляндский вокзал - г. Зеленогорск, вокзал",3,bus,0,1,0
2986,orgp,К-232,"ст. метро ""Старая Деренвя""-Приморский пр., д.169",3,bus,0,1,0
3012,orgp,К-517,"г. Пушкин, вокзал - г. Пушкин, вокзал",3,bus,1,0,0
